RefSeq.mRNA.ID	length	RPKM	t5	Transcript.stable.ID	Gene.stable.ID	name
NM_178557	2342	15.49	4.125	ENST00000423729	ENSG00000185818	NAT8L
NM_178558	3042	1.9	2.4390243902439	ENST00000309683	ENSG00000173041	ZNF680
NM_178562	2073	1.06	18.8235294117647	ENST00000486685	ENSG00000158457	TSPAN33
NM_178564	3538	5.01	2.98507462686567	ENST00000442628	ENSG00000185189	NRBP2
NM_178578	3241	16.43	10.6666666666667	ENST00000333082	ENSG00000125818	PSMF1
NM_178580	2011	99.68	11	ENST00000335574	ENSG00000101294	HM13
NM_178581	2011	99.68	11	ENST00000398174	ENSG00000101294	HM13
NM_178582	2011	99.68	11	ENST00000498035	ENSG00000101294	HM13
NM_178584	3269	6.34	10.25	ENST00000397714	ENSG00000186522	SEPTIN10
NM_178586	4167	33.12	8.38095238095238	ENST00000350249	ENSG00000078304	PPP2R5C
NM_178587	4167	33.12	8.38095238095238	ENST00000445439	ENSG00000078304	PPP2R5C
NM_178812	3729	40.74	9.71428571428572	ENST00000336273	ENSG00000147649	MTDH
NM_178815	3589	4.38	2.53164556962025	ENST00000377275	ENSG00000165997	ARL5B
NM_178817	1023	4.14	2.7027027027027	ENST00000399784	ENSG00000170262	MRAP
NM_178818	8133	3.71	4.8695652173913	ENST00000330687	ENSG00000183723	CMTM4
NM_178819	2592	68.47	6.57142857142857	ENST00000396987	ENSG00000158669	GPAT4
NM_178826	3898	2.47	3.7037037037037	ENST00000392979	ENSG00000151572	ANO4
NM_178826	3898	2.47	3.7037037037037	ENST00000575847	nan	nan
NM_178833	2447	13.44	9.76470588235294	ENST00000394785	ENSG00000164038	SLC9B2
NM_178835	4156	6.29	2.66666666666667	ENST00000379448	ENSG00000151612	ZNF827
NM_178836	2577	16.58	2.56410256410256	ENST00000321560	ENSG00000179598	PLD6
NM_178837	2210	6.85	16.1538461538462	ENST00000391720	ENSG00000167646	DNAAF3
NM_178841	1895	9.72	4.26666666666667	ENST00000312838	ENSG00000158717	RNF166
NM_178858	2599	8.43	4.26666666666667	ENST00000369893	ENSG00000156398	SFXN2
NM_178862	2481	47.73	21.7777777777778	ENST00000295770	ENSG00000163527	STT3B
NM_178863	1750	8.87	3.2258064516129	ENST00000568000	ENSG00000174943	KCTD13
NM_178868	1185	4.71	2.89855072463768	ENST00000307526	ENSG00000170293	CMTM8
NM_180699	1638	5.76	2.53164556962025	ENST00000412157	ENSG00000184209	SNRNP35
NM_180976	2975	25.17	12.6	ENST00000394110	ENSG00000112640	PPP2R5D
NM_180977	2975	25.17	12.6	ENST00000461010	ENSG00000112640	PPP2R5D
NM_180982	1297	8.85	12	ENST00000397496	ENSG00000172590	MRPL52
NM_180989	3922	5.26	3.03030303030303	ENST00000376958	ENSG00000152749	GPR180
NM_180990	1289	20.58	9.02857142857143	ENST00000334586	ENSG00000186919	ZACN
NM_181042	7545	9.38	8.52173913043478	ENST00000337303	ENSG00000163939	PBRM1
NM_181050	3477	29.61	3.77358490566038	ENST00000354866	ENSG00000103126	AXIN1
NM_181054	3958	43.33	5.80645161290323	ENST00000323441	ENSG00000100644	HIF1A
NM_181077	5229	1.53	2.94117647058824	ENST00000359187	ENSG00000175265	GOLGA8A
NM_181093	2874	5.87	2.35294117647059	ENST00000367772	ENSG00000000457	SCYL3
NM_181268	784	6.02	2.8169014084507	ENST00000328020	ENSG00000089505	CMTM1
NM_181269	784	6.02	2.8169014084507	ENST00000457188	ENSG00000089505	CMTM1
NM_181270	784	6.02	2.8169014084507	ENST00000528324	ENSG00000089505	CMTM1
NM_181271	784	6.02	2.8169014084507	ENST00000332695	ENSG00000089505	CMTM1
NM_181272	784	6.02	2.8169014084507	ENST00000336328	ENSG00000089505	CMTM1
NM_181283	784	6.02	2.8169014084507	ENST00000531885	ENSG00000089505	CMTM1
NM_181291	2597	21.51	2.40963855421687	ENST00000335263	ENSG00000140153	WDR20
NM_181296	784	6.02	2.8169014084507	ENST00000533666	ENSG00000089505	CMTM1
NM_181304	1297	8.85	12	ENST00000553711	ENSG00000172590	MRPL52
NM_181305	1297	8.85	12	ENST00000555345	ENSG00000172590	MRPL52
NM_181306	1297	8.85	12	ENST00000555345	ENSG00000172590	MRPL52
NM_181307	1297	8.85	12	ENST00000397505	ENSG00000172590	MRPL52
NM_181308	2597	21.51	2.40963855421687	ENST00000556511	ENSG00000140153	WDR20
NM_181311	1934	5.63	9.05263157894737	ENST00000612460	ENSG00000102125	TAZ
NM_181312	1934	5.63	9.05263157894737	ENST00000612012	ENSG00000102125	TAZ
NM_181313	1934	5.63	9.05263157894737	ENST00000613002	ENSG00000102125	TAZ
NM_181333	2017	23.25	3.84615384615385	ENST00000336985	ENSG00000186654	PRR5
NM_181334	1752	22.85	4	ENST00000361473	ENSG00000248405	PRR5-ARHGAP8
NM_181336	2988	17.95	4	ENST00000293760	ENSG00000161904	LEMD2
NM_181340	2563	9.75	2.98507462686567	ENST00000394234	ENSG00000119599	DCAF4
NM_181341	2563	9.75	2.98507462686567	ENST00000509153	ENSG00000119599	DCAF4
NM_181342	1352	3.49	3.50877192982456	ENST00000424785	ENSG00000079150	FKBP7
NM_181349	5737	30.73	2.73972602739726	ENST00000361368	ENSG00000198742	SMURF1
NM_181353	1234	28.46	2.89855072463768	ENST00000376105	ENSG00000125968	ID1
NM_181354	4411	11.66	22.1052631578947	ENST00000312046	ENSG00000164830	OXR1
NM_181356	2500	14.43	2.66666666666667	ENST00000371460	ENSG00000196284	SUPT3H
NM_181357	4286	5.74	18.4864864864865	ENST00000644566	nan	nan
NM_181357	4286	5.74	18.4864864864865	ENST00000396941	ENSG00000100897	DCAF11
NM_181358	8082	14.16	5.53846153846154	ENST00000369553	ENSG00000163349	HIPK1
NM_181359	4176	7.04	2.7027027027027	ENST00000344086	ENSG00000160712	IL6R
NM_181361	2543	5.61	2.27272727272727	ENST00000452583	ENSG00000197584	KCNMB2
NM_181425	2270	8.29	4	ENST00000396366	ENSG00000165060	FXN
NM_181427	2842	28.35	3.17460317460317	ENST00000359031	ENSG00000104064	GABPB1
NM_181441	873	27.3	6.88888888888889	ENST00000348259	ENSG00000162910	MRPL55
NM_181442	4713	33.46	2.5974025974026	ENST00000396032	ENSG00000101126	ADNP
NM_181443	4857	59.85	2.73972602739726	ENST00000405977	ENSG00000132640	BTBD3
NM_181453	6918	1.38	4.68965517241379	ENST00000309863	ENSG00000135968	GCC2
NM_181454	873	27.3	6.88888888888889	ENST00000391867	ENSG00000162910	MRPL55
NM_181455	873	27.3	6.88888888888889	ENST00000391867	ENSG00000162910	MRPL55
NM_181456	873	27.3	6.88888888888889	ENST00000336300	ENSG00000162910	MRPL55
NM_181462	873	27.3	6.88888888888889	ENST00000430433	ENSG00000162910	MRPL55
NM_181463	873	27.3	6.88888888888889	ENST00000336520	ENSG00000162910	MRPL55
NM_181464	873	27.3	6.88888888888889	ENST00000295008	ENSG00000162910	MRPL55
NM_181465	873	27.3	6.88888888888889	ENST00000366746	ENSG00000162910	MRPL55
NM_181466	1259	82.86	14.2105263157895	ENST00000374443	ENSG00000242372	EIF6
NM_181468	1259	82.86	14.2105263157895	ENST00000374436	ENSG00000242372	EIF6
NM_181471	1715	26.27	9.42857142857143	ENST00000055077	ENSG00000049541	RFC2
NM_181472	1369	8.45	8.22857142857143	ENST00000349718	ENSG00000153551	CMTM7
NM_181481	8944	4.3	2.35294117647059	ENST00000359446	ENSG00000168675	LDLRAD4
NM_181482	8944	4.3	2.35294117647059	ENST00000399848	ENSG00000168675	LDLRAD4
NM_181485	2832	9.84	2.98507462686567	ENST00000355969	ENSG00000197114	ZGPAT
NM_181489	9105	5.43	2.7027027027027	ENST00000396077	ENSG00000185219	ZNF445
NM_181491	3887	23.31	2.98507462686567	ENST00000610888	ENSG00000148297	MED22
NM_181491	3887	23.31	2.98507462686567	ENST00000626118	nan	nan
NM_181492	7407	24.49	3.77358490566038	ENST00000637355	nan	nan
NM_181492	7407	24.49	3.77358490566038	ENST00000629538	nan	nan
NM_181492	7407	24.49	3.77358490566038	ENST00000634489	nan	nan
NM_181492	7407	24.49	3.77358490566038	ENST00000335626	ENSG00000100207	TCF20
NM_181492	7407	24.49	3.77358490566038	ENST00000619505	nan	nan
NM_181492	7407	24.49	3.77358490566038	ENST00000635421	nan	nan
NM_181492	7407	24.49	3.77358490566038	ENST00000626486	nan	nan
NM_181492	7407	24.49	3.77358490566038	ENST00000576946	nan	nan
NM_181493	1206	34.08	11	ENST00000455664	ENSG00000125877	ITPA
NM_181500	5379	36.53	3.27868852459016	ENST00000437600	ENSG00000257923	CUX1
NM_181501	4811	18.43	2.40963855421687	ENST00000282588	ENSG00000213949	ITGA1
NM_181503	986	12.03	12	ENST00000389704	ENSG00000120699	EXOSC8
NM_181504	6453	2.79	2.56410256410256	ENST00000336483	ENSG00000145675	PIK3R1
NM_181507	4880	5.63	3.84615384615385	ENST00000349215	ENSG00000110756	HPS5
NM_181507	4880	5.63	3.84615384615385	ENST00000671838	nan	nan
NM_181508	4880	5.63	3.84615384615385	ENST00000438420	ENSG00000110756	HPS5
NM_181508	4880	5.63	3.84615384615385	ENST00000672334	nan	nan
NM_181514	726	47.45	17.4545454545455	ENST00000362034	ENSG00000197345	MRPL21
NM_181515	726	47.45	17.4545454545455	ENST00000450904	ENSG00000197345	MRPL21
NM_181521	8133	3.71	4.8695652173913	ENST00000394106	ENSG00000183723	CMTM4
NM_181523	6453	2.79	2.56410256410256	ENST00000521381	ENSG00000145675	PIK3R1
NM_181524	6453	2.79	2.56410256410256	ENST00000320694	ENSG00000145675	PIK3R1
NM_181526	1212	18.07	22.2857142857143	ENST00000346786	ENSG00000101335	MYL9
NM_181527	1079	30.4	10.7272727272727	ENST00000398602	ENSG00000173418	NAA20
NM_181528	1079	30.4	10.7272727272727	ENST00000310450	ENSG00000173418	NAA20
NM_181531	3577	2.85	3.07692307692308	ENST00000352867	ENSG00000124508	BTN2A2
NM_181552	5379	36.53	3.27868852459016	ENST00000292535	ENSG00000257923	CUX1
NM_181553	2141	5.36	4.88888888888889	ENST00000567572	ENSG00000140931	CMTM3
NM_181558	2396	30.05	3.63636363636364	ENST00000434425	ENSG00000133119	RFC3
NM_181571	2687	9.98	3.84615384615385	ENST00000345491	ENSG00000095794	CREM
NM_181573	1427	21.97	4.57142857142857	ENST00000296273	ENSG00000163918	RFC4
NM_181575	1612	119.98	16.4571428571429	ENST00000377526	ENSG00000115307	AUP1
NM_181578	2483	40.15	8.71428571428572	ENST00000392542	ENSG00000111445	RFC5
NM_181581	2252	3.55	3.03030303030303	ENST00000639937	nan	nan
NM_181581	2252	3.55	3.03030303030303	ENST00000265720	ENSG00000105865	DUS4L
NM_181598	2271	1.27	2.66666666666667	ENST00000441560	ENSG00000198513	ATL1
NM_181640	689	47.06	4.8	ENST00000351137	ENSG00000217555	CKLF
NM_181641	689	47.06	4.8	ENST00000345436	ENSG00000217555	CKLF
NM_181655	1600	3.49	2.40963855421687	ENST00000449250	ENSG00000186665	C17orf58
NM_181656	1600	3.49	2.40963855421687	ENST00000334461	ENSG00000186665	C17orf58
NM_181657	3023	2.32	2.63157894736842	ENST00000646659	nan	nan
NM_181657	3023	2.32	2.63157894736842	ENST00000396789	ENSG00000213903	LTB4R
NM_181659	7935	9.48	3.17460317460317	ENST00000371998	ENSG00000124151	NCOA3
NM_181661	14111	8.91	2.77777777777778	ENST00000441350	ENSG00000132549	VPS13B
NM_181670	4431	2.52	3.84615384615385	ENST00000549493	ENSG00000185046	ANKS1B
NM_181671	2124	21.12	4	ENST00000580974	ENSG00000154217	PITPNC1
NM_181672	5475	35.73	4.61538461538461	ENST00000373719	ENSG00000147162	OGT
NM_181673	5475	35.73	4.61538461538461	ENST00000373701	ENSG00000147162	OGT
NM_181674	2300	6.66	4	ENST00000394414	ENSG00000156475	PPP2R2B
NM_181675	2300	6.66	4	ENST00000394411	ENSG00000156475	PPP2R2B
NM_181676	2300	6.66	4	ENST00000336640	ENSG00000156475	PPP2R2B
NM_181677	2300	6.66	4	ENST00000336640	ENSG00000156475	PPP2R2B
NM_181678	2300	6.66	4	ENST00000508545	ENSG00000156475	PPP2R2B
NM_181689	1338	6.62	2.40963855421687	ENST00000346199	ENSG00000053438	NNAT
NM_181698	2135	38.6	3.50877192982456	ENST00000374706	ENSG00000108100	CCNY
NM_181699	5587	12.85	8.96969696969697	ENST00000311129	ENSG00000137713	PPP2R1B
NM_181701	4582	64.79	6	ENST00000358701	ENSG00000165661	QSOX2
NM_181702	2205	2.79	2.12765957446809	ENST00000396194	ENSG00000164949	GEM
NM_181705	6213	1.1	3.84615384615385	ENST00000379380	ENSG00000186687	LYRM7
NM_181706	3000	6.46	2.77777777777778	ENST00000465995	ENSG00000170946	DNAJC24
NM_181708	1495	2.96	2.12765957446809	ENST00000333924	ENSG00000186666	BCDIN3D
NM_181712	4510	36.78	6	ENST00000371153	ENSG00000132854	KANK4
NM_181713	1909	3.89	2.8169014084507	ENST00000309033	ENSG00000173960	UBXN2A
NM_181715	2598	23.25	5.33333333333333	ENST00000368633	ENSG00000160741	CRTC2
NM_181716	1181	40.12	14.5263157894737	ENST00000299736	ENSG00000166582	CENPV
NM_181719	2965	15.78	4.25	ENST00000294543	ENSG00000162542	TMCO4
NM_181725	2705	7.84	4.92307692307692	ENST00000311506	ENSG00000087995	METTL2A
NM_181726	941	2.25	3.07692307692308	ENST00000335174	ENSG00000186352	ANKRD37
NM_181727	2430	1.46	2.06185567010309	ENST00000334325	ENSG00000186451	SPATA12
NM_181733	3604	17.56	3.27868852459016	ENST00000640820	nan	nan
NM_181733	3604	17.56	3.27868852459016	ENST00000347053	ENSG00000164597	COG5
NM_181741	2818	6.23	3.33333333333333	ENST00000392857	ENSG00000115947	ORC4
NM_181742	2818	6.23	3.33333333333333	ENST00000264169	ENSG00000115947	ORC4
NM_181746	2505	169.84	11.1515151515152	ENST00000368954	ENSG00000143418	CERS2
NM_181747	1930	20.69	3.03030303030303	ENST00000447452	ENSG00000164815	ORC5
NM_181762	2678	21.22	10.4705882352941	ENST00000625938	ENSG00000077721	UBE2A
NM_181781	2430	12.86	10.2608695652174	ENST00000340281	ENSG00000162664	ZNF326
NM_181782	5550	14.27	2.89855072463768	ENST00000392477	ENSG00000111912	NCOA7
NM_181783	4998	7.66	3.33333333333333	ENST00000266712	ENSG00000139324	TMTC3
NM_181784	4119	4.1	6	ENST00000356388	ENSG00000198369	SPRED2
NM_181786	2952	2.28	2.35294117647059	ENST00000324411	ENSG00000181666	ZNF875
NM_181787	4204	5.44	3.84615384615385	ENST00000414645	ENSG00000156162	DPY19L4
NM_181798	3262	2.98	3.03030303030303	ENST00000632153	nan	nan
NM_181798	3262	2.98	3.03030303030303	ENST00000335475	ENSG00000053918	KCNQ1
NM_181799	1490	137.26	6.88	ENST00000335046	ENSG00000175063	UBE2C
NM_181800	1490	137.26	6.88	ENST00000352551	ENSG00000175063	UBE2C
NM_181801	1490	137.26	6.88	ENST00000372568	ENSG00000175063	UBE2C
NM_181804	1458	2.44	8.51612903225806	ENST00000372892	ENSG00000168734	PKIG
NM_181805	1458	2.44	8.51612903225806	ENST00000372891	ENSG00000168734	PKIG
NM_181806	3573	2.42	2.98507462686567	ENST00000205214	ENSG00000157426	AASDH
NM_181808	2899	4.69	2.5	ENST00000511885	ENSG00000130997	POLN
NM_181825	6081	21.79	9.84615384615385	ENST00000403999	ENSG00000186575	NF2
NM_181828	6081	21.79	9.84615384615385	ENST00000361676	ENSG00000186575	NF2
NM_181829	6081	21.79	9.84615384615385	ENST00000361452	ENSG00000186575	NF2
NM_181830	6081	21.79	9.84615384615385	ENST00000353887	ENSG00000186575	NF2
NM_181831	6081	21.79	9.84615384615385	ENST00000334961	ENSG00000186575	NF2
NM_181832	6081	21.79	9.84615384615385	ENST00000672896	ENSG00000186575	NF2
NM_181833	6081	21.79	9.84615384615385	ENST00000413209	ENSG00000186575	NF2
NM_181836	3587	13.39	6.51851851851852	ENST00000456936	ENSG00000134970	TMED7
NM_181837	2528	9.77	8.30769230769231	ENST00000257789	ENSG00000135336	ORC3
NM_181838	2879	38.75	6	ENST00000505548	ENSG00000131508	UBE2D2
NM_181839	2184	3.31	3.03030303030303	ENST00000352966	ENSG00000171033	PKIA
NM_181843	834	4.04	3.57142857142857	ENST00000301490	ENSG00000167799	NUDT8
NM_181844	3596	4.88	2.40963855421687	ENST00000293805	ENSG00000161940	BCL6B
NM_181846	4648	4.98	2.1978021978022	ENST00000329665	ENSG00000182318	ZSCAN22
NM_181847	3769	3.43	3.125	ENST00000266581	ENSG00000139211	AMIGO2
NM_181861	7204	5.69	3.38983050847458	ENST00000551964	ENSG00000120868	APAF1
NM_181864	1814	17.07	21.3333333333333	ENST00000377855	ENSG00000097021	ACOT7
NM_181865	1814	17.07	21.3333333333333	ENST00000377845	ENSG00000097021	ACOT7
NM_181866	1814	17.07	21.3333333333333	ENST00000377842	ENSG00000097021	ACOT7
NM_181868	7204	5.69	3.38983050847458	ENST00000357310	ENSG00000120868	APAF1
NM_181869	7204	5.69	3.38983050847458	ENST00000333991	ENSG00000120868	APAF1
NM_181873	2324	3.52	2.7027027027027	ENST00000369140	ENSG00000014914	MTMR11
NM_181874	4113	1.12	2.85714285714286	ENST00000486284	ENSG00000196277	GRM7
NM_181877	3765	2.5	2.53164556962025	ENST00000546148	ENSG00000176371	ZSCAN2
NM_181886	2594	76.72	6.47619047619048	ENST00000394804	ENSG00000109332	UBE2D3
NM_181887	2594	76.72	6.47619047619048	ENST00000453744	ENSG00000109332	UBE2D3
NM_181888	2594	76.72	6.47619047619048	ENST00000394801	ENSG00000109332	UBE2D3
NM_181889	2594	76.72	6.47619047619048	ENST00000394803	ENSG00000109332	UBE2D3
NM_181890	2594	76.72	6.47619047619048	ENST00000338145	ENSG00000109332	UBE2D3
NM_181891	2594	76.72	6.47619047619048	ENST00000453744	ENSG00000109332	UBE2D3
NM_181892	2594	76.72	6.47619047619048	ENST00000343106	ENSG00000109332	UBE2D3
NM_181893	2594	76.72	6.47619047619048	ENST00000357194	ENSG00000109332	UBE2D3
NM_181897	6762	1.64	2.56410256410256	ENST00000334546	ENSG00000073711	PPP2R3A
NM_181900	1344	1.07	2.29885057471264	ENST00000302824	ENSG00000172345	STARD5
NM_182314	4184	7.15	3.77358490566038	ENST00000338144	ENSG00000165675	ENOX2
NM_182398	3883	5.07	2.85714285714286	ENST00000418736	ENSG00000100784	RPS6KA5
NM_182472	3349	10.57	3.17460317460317	ENST00000354839	ENSG00000145242	EPHA5
NM_182476	1609	7.31	12.5714285714286	ENST00000334571	ENSG00000119723	COQ6
NM_182480	1609	7.31	12.5714285714286	ENST00000394026	ENSG00000119723	COQ6
NM_182485	5627	3.13	2.40963855421687	ENST00000507071	ENSG00000137449	CPEB2
NM_182487	6556	6.4	15	ENST00000373580	ENSG00000185585	OLFML2A
NM_182488	2392	7.26	3.07692307692308	ENST00000282344	ENSG00000152484	USP12
NM_182490	3075	8.97	2.5	ENST00000313040	ENSG00000131115	ZNF227
NM_182491	878	17.36	3.63636363636364	ENST00000316495	ENSG00000178381	ZFAND2A
NM_182493	2760	3.6	14.2222222222222	ENST00000394809	ENSG00000140795	MYLK3
NM_182501	4545	5.66	2.56410256410256	ENST00000391980	ENSG00000122085	MTERF4
NM_182503	3570	5.81	2.40963855421687	ENST00000237283	ENSG00000189007	ADAT2
NM_182505	1328	4.86	2.63157894736842	ENST00000334731	ENSG00000155621	C9orf85
NM_182507	3411	37.26	6.59459459459459	ENST00000394815	ENSG00000167767	KRT80
NM_182513	2294	17.16	8.94117647058824	ENST00000592540	ENSG00000161888	SPC24
NM_182515	2698	6.18	2.77777777777778	ENST00000456283	ENSG00000160352	ZNF714
NM_182520	2020	1.57	2.5	ENST00000630973	nan	nan
NM_182520	2020	1.57	2.5	ENST00000402217	ENSG00000169314	C22orf15
NM_182523	640	13.42	2.66666666666667	ENST00000466830	ENSG00000187118	CMC1
NM_182529	1680	2.29	2.29885057471264	ENST00000313516	ENSG00000177683	THAP5
NM_182533	2216	16.28	6	ENST00000378546	ENSG00000162585	FAAP20
NM_182543	2246	5.49	3.38983050847458	ENST00000377304	ENSG00000241058	NSUN6
NM_182547	1048	41.16	14.5263157894737	ENST00000457408	ENSG00000158604	TMED4
NM_182551	5077	10.54	7.2	ENST00000309052	ENSG00000172954	LCLAT1
NM_182552	3193	17.01	2.7027027027027	ENST00000448612	ENSG00000184465	WDR27
NM_182553	1399	1.92	2.27272727272727	ENST00000311445	ENSG00000174871	CNIH2
NM_182556	2286	1.51	7.77142857142857	ENST00000398802	ENSG00000162241	SLC25A45
NM_182557	7740	13.61	3.50877192982456	ENST00000334801	ENSG00000186174	BCL9L
NM_182563	1013	6.18	3.17460317460317	ENST00000328540	ENSG00000182685	BRICD5
NM_182565	1426	7.37	3.125	ENST00000327490	ENSG00000185262	UBALD2
NM_182572	2054	2.72	3.57142857142857	ENST00000282326	ENSG00000152467	ZSCAN1
NM_182580	3321	2.29	2.53164556962025	ENST00000420578	ENSG00000174151	CYB561D1
NM_182597	1691	1.08	3.125	ENST00000312849	ENSG00000181016	LSMEM1
NM_182603	2293	6.89	3.84615384615385	ENST00000393392	ENSG00000137494	ANKRD42
NM_182612	4378	3.72	2.77777777777778	ENST00000319863	ENSG00000177225	GATD1
NM_182616	2065	1.39	4	ENST00000357484	ENSG00000242498	ARPIN
NM_182620	2710	5.16	2.73972602739726	ENST00000330137	ENSG00000182628	SKA2
NM_182623	1740	2.49	2.4390243902439	ENST00000375662	ENSG00000185519	FAM131C
NM_182625	3024	2.07	2.63157894736842	ENST00000317402	ENSG00000178295	GEN1
NM_182627	1584	5.47	2.1978021978022	ENST00000332629	ENSG00000185798	WDR53
NM_182633	2065	1.58	2.77777777777778	ENST00000429591	ENSG00000178665	ZNF713
NM_182639	3714	8.59	4.30769230769231	ENST00000338546	ENSG00000107521	HPS1
NM_182640	1450	20.49	3.84615384615385	ENST00000258455	ENSG00000135972	MRPS9
NM_182641	10935	7.57	5.14285714285714	ENST00000306378	ENSG00000171634	BPTF
NM_182642	2655	31.48	5.76	ENST00000273062	ENSG00000144579	CTDSP1
NM_182644	5826	2.81	4	ENST00000452448	ENSG00000044524	EPHA3
NM_182646	5627	3.13	2.40963855421687	ENST00000345451	ENSG00000137449	CPEB2
NM_182648	6031	15.95	3.77358490566038	ENST00000358716	ENSG00000198604	BAZ1A
NM_182649	1355	35.04	9.6551724137931	ENST00000379143	ENSG00000132646	PCNA
NM_182659	6538	2.49	21.75	ENST00000362096	ENSG00000183878	UTY
NM_182660	6538	2.49	21.75	ENST00000329134	ENSG00000183878	UTY
NM_182662	2326	15.93	8	ENST00000353187	ENSG00000109576	AADAT
NM_182666	1479	36.28	9.51724137931035	ENST00000346855	ENSG00000170142	UBE2E1
NM_182676	1745	1.1	3.63636363636364	ENST00000354050	ENSG00000100979	PLTP
NM_182678	1559	15.97	9.05263157894737	ENST00000602959	ENSG00000170035	UBE2E3
NM_182679	1980	73.41	3.2258064516129	ENST00000368232	ENSG00000160818	GPATCH4
NM_182685	1590	25.18	2.4390243902439	ENST00000368406	ENSG00000169242	EFNA1
NM_182687	2159	19.98	5.33333333333333	ENST00000440027	ENSG00000127564	PKMYT1
NM_182688	3034	20.8	5.91304347826087	ENST00000330942	ENSG00000184787	UBE2G2
NM_182689	1276	21.55	2.46913580246914	ENST00000427683	ENSG00000243364	EFNA4
NM_182690	1276	21.55	2.46913580246914	ENST00000359751	ENSG00000243364	EFNA4
NM_182691	3737	33.18	3.38983050847458	ENST00000357311	ENSG00000135250	SRPK2
NM_182692	3737	33.18	3.38983050847458	ENST00000393651	ENSG00000135250	SRPK2
NM_182697	2728	31.06	3.44827586206897	ENST00000473814	ENSG00000186591	UBE2H
NM_182699	2142	1.12	2.02020202020202	ENST00000327968	ENSG00000184735	DDX53
NM_182703	3126	1.04	3.17460317460317	ENST00000319580	ENSG00000166839	ANKDD1A
NM_182705	875	142.51	10.8571428571429	ENST00000640199	nan	nan
NM_182705	875	142.51	10.8571428571429	ENST00000329099	ENSG00000183688	RFLNB
NM_182706	5276	25.46	8	ENST00000612204	nan	nan
NM_182706	5276	25.46	8	ENST00000356994	ENSG00000180900	SCRIB
NM_182709	2335	42.61	5.25	ENST00000352980	ENSG00000172977	KAT5
NM_182710	2335	42.61	5.25	ENST00000341318	ENSG00000172977	KAT5
NM_182715	2183	27.05	10.6285714285714	ENST00000455385	ENSG00000008282	SYPL1
NM_182717	2687	9.98	3.84615384615385	ENST00000473940	ENSG00000095794	CREM
NM_182718	2687	9.98	3.84615384615385	ENST00000488328	ENSG00000095794	CREM
NM_182719	2687	9.98	3.84615384615385	ENST00000487763	ENSG00000095794	CREM
